iter	Logloss
347	0.1321438364
348	0.1318194608
349	0.1314654867
350	0.1312354214
351	0.1310125834
352	0.1306238749
353	0.130358627
354	0.1300518656
355	0.1298010493
356	0.1294191544
357	0.1291116462
358	0.12883176
359	0.1286032114
360	0.1284425804
361	0.1282606125
362	0.1279673059
363	0.1277203847
364	0.1274257453
365	0.1272172583
366	0.126979104
367	0.1266744453
368	0.1264055206
369	0.1263315706
370	0.126026843
371	0.1257554479
372	0.1253768163
373	0.1250712383
374	0.1247595017
375	0.1246163587
376	0.1243478017
377	0.1240370877
378	0.1238586931
379	0.1235910209
380	0.1231731966
381	0.1229933084
382	0.1226248224
383	0.1224551373
384	0.1223154183
385	0.1219844014
386	0.1217774081
387	0.1214089681
388	0.1212858981
389	0.1210214776
390	0.120860387
391	0.1205840053
392	0.1204621418
393	0.1203531932
394	0.120110305
395	0.1199556603
396	0.119653495
397	0.1194722279
398	0.1191561481
399	0.1189969993
400	0.1187986006
401	0.1185023756
402	0.1182605904
403	0.117993125
404	0.1177417801
405	0.117477371
406	0.1172536942
407	0.1169364424
408	0.116590408
409	0.1162889894
410	0.116123728
411	0.1159003614
412	0.1156749725
413	0.1154139071
414	0.1152203801
415	0.1149096317
416	0.1146605733
417	0.1144516382
418	0.1141759229
419	0.1139769267
420	0.1138275215
421	0.1136390502
422	0.1133771
423	0.1130597448
424	0.1128633223
425	0.1126526063
426	0.112395344
427	0.1122649894
428	0.1119863211
429	0.1116941521
430	0.1113753032
431	0.1111945072
432	0.1109749897
433	0.1108620655
434	0.110609675
435	0.1103777713
436	0.1102159454
437	0.1099550408
438	0.1099226848
439	0.1096099716
440	0.1094964269
441	0.1092946271
442	0.1090962743
443	0.1088568561
444	0.108496011
445	0.1083020015
446	0.1080437626
447	0.1078432841
448	0.1077124354
449	0.1075233092
450	0.1073761791
451	0.1072028516
452	0.1069364663
453	0.1067448352
454	0.1066123549
455	0.106408912
456	0.1061733085
457	0.1060356807
458	0.1058151521
459	0.1057248403
460	0.1055390002
461	0.1052715118
462	0.1050748021
463	0.1049026696
464	0.1047421651
465	0.104615223
466	0.1045496837
467	0.1043895239
468	0.1042726701
469	0.1040351477
470	0.1038311533
471	0.1035346525
472	0.1033198575
473	0.1030459347
474	0.1029051356
475	0.1027103332
476	0.1025283078
477	0.1023813041
478	0.1021659346
479	0.1020538606
480	0.1018630913
481	0.1016350712
482	0.1015023151
483	0.1012646319
484	0.1010449881
485	0.1008172322
486	0.1007414898
487	0.1005421834
488	0.100379243
489	0.1001762712
490	0.1000428027
491	0.09987147458
492	0.09970448965
493	0.09953951548
494	0.09937463324
495	0.09910674268
496	0.09905183172
497	0.09890605743
498	0.09872993791
499	0.09861769159
500	0.09849293261
501	0.09822974148
502	0.09797916642
503	0.0977761372
504	0.09757884152
505	0.09746944473
506	0.09733985993
507	0.09718221641
508	0.09706513278
509	0.09693636377
510	0.09675609635
511	0.09665334081
512	0.09658629636
513	0.09639198809
514	0.09612199485
515	0.09587471744
516	0.09566696581
517	0.09554548723
518	0.09530790743
519	0.09509477271
520	0.09492454759
521	0.09476649043
522	0.09455181604
523	0.09436147759
524	0.09412066908
525	0.09399660524
526	0.09380603124
527	0.09364660677
528	0.09351592466
529	0.09336569223
530	0.09320307927
531	0.09305534018
532	0.09293044332
533	0.09280316226
534	0.09271194274
535	0.0924957689
536	0.09233755089
537	0.09220831078
538	0.09210863458
539	0.09193211291
540	0.09175162718
541	0.09157697838
542	0.09136572229
543	0.09121249096
544	0.09110126725
545	0.0910097375
546	0.09085648318
547	0.09068392558
548	0.09051748069
549	0.09036982778
550	0.09032262664
551	0.09013270183
552	0.09003148596
553	0.08993345284
554	0.08972362151
555	0.08953408735
556	0.08945333527
557	0.08932758239
558	0.08922225309
559	0.08915543843
560	0.08903037496
561	0.08887998742
562	0.08880994406
563	0.08862026054
564	0.08855958732
565	0.08845381564
566	0.08825357851
567	0.08807721195
568	0.08795018368
569	0.08780934437
570	0.08765338415
571	0.08754749758
572	0.08739817861
573	0.08721571084
574	0.08703366245
575	0.0868765245
576	0.08667460982
577	0.08652585386
578	0.0862585895
579	0.08616722061
580	0.08608148184
581	0.08591747284
582	0.08573834293
583	0.08561495126
584	0.08550939215
585	0.08532085189
586	0.08526062104
587	0.08519985015
588	0.08512401006
589	0.08494514442
590	0.08475949965
591	0.08461732175
592	0.0844692437
593	0.0843088196
594	0.08414541382
595	0.08396672628
596	0.08373225453
597	0.08362093891
598	0.08351172022
599	0.08340074355
600	0.08325913441
601	0.08309359723
602	0.08293382806
603	0.08279433882
604	0.08268504545
605	0.08256229722
606	0.08250289365
607	0.08236778213
608	0.08221467719
609	0.08214700078
610	0.0819823311
611	0.08180321843
612	0.08165603086
613	0.08146721484
614	0.08138383153
615	0.08128540774
616	0.08111441279
617	0.08097298749
618	0.08085236492
619	0.08081356301
620	0.08072958797
621	0.08064659532
622	0.08051880296
623	0.0804215052
624	0.08027826447
625	0.08017553766
626	0.08006835271
627	0.07998764659
628	0.07978466333
629	0.07964987927
630	0.07953510514
631	0.07941135728
632	0.07932847954
633	0.0791553819
634	0.07903028971
635	0.07890681186
636	0.07875733203
637	0.07867632142
638	0.07856468408
639	0.07846132531
640	0.07837874631
641	0.07822287226
642	0.07811239541
643	0.07807745416
644	0.07792652659
645	0.07780304874
646	0.07774625342
647	0.07756494614
648	0.07736671402
649	0.07725287058
650	0.07711607002
651	0.07697895923
652	0.07683420181
653	0.0767102299
654	0.07656251953
655	0.07649999642
656	0.07634551841
657	0.07620493188
658	0.07609157103
659	0.07599614614
660	0.0759266658
661	0.07588128009
662	0.07577291741
663	0.07568761527
664	0.07560297955
665	0.07550142472
666	0.07541124505
667	0.07527702975
668	0.07515369553
669	0.07502781627
670	0.07493811343
671	0.07484180956
672	0.07477596582
673	0.07466079528
674	0.07450620812
675	0.07443446424
676	0.07434011942
677	0.07427481571
678	0.07421545236
679	0.07403023272
680	0.07393286602
681	0.07375387399
682	0.07370189874
683	0.07360915678
684	0.07349684152
685	0.07340708124
686	0.07334058831
687	0.07323730423
688	0.07315395539
689	0.07298119671
690	0.07287550547
691	0.07275066031
692	0.07265022577
693	0.07254167924
694	0.07241951127
695	0.07232548243
696	0.0722914374
697	0.0721718432
698	0.0720111778
699	0.07194773548
700	0.07180095581
701	0.0717015209
702	0.07157725024
703	0.07149159765
704	0.07131912048
705	0.07129095836
706	0.0711408753
707	0.07101040576
708	0.0709133378
709	0.07077872035
710	0.07065762669
711	0.07058873234
712	0.07048495419
713	0.0703825491
714	0.07028762404
715	0.07019403756
716	0.07009413731
717	0.07000877771
718	0.06986017687
719	0.06982521838
720	0.06972314076
721	0.0695567763
722	0.06943084533
723	0.06932237924
724	0.06920319293
725	0.06912818012
726	0.06894867679
727	0.06883504017
728	0.06870550133
729	0.06866308005
730	0.06855300536
731	0.06853925176
732	0.06847182239
733	0.06834231802
734	0.06820487976
735	0.06812939012
736	0.0680616735
737	0.06794868607
738	0.06786007479
739	0.06774789741
740	0.06768333481
741	0.06765320789
742	0.06761600311
743	0.0674425263
744	0.06735866041
745	0.06728593987
746	0.06720627934
747	0.06717842745
748	0.06703662872
749	0.06694181856
750	0.066876917
751	0.06677137513
752	0.06666005376
753	0.06659369871
754	0.06650752906
755	0.06642129048
756	0.06632352163
757	0.06615514066
758	0.06609825341
759	0.06603738486
760	0.06598001503
761	0.0658678951
762	0.06573269166
763	0.06568558245
764	0.06556277103
765	0.0654636406
766	0.06533681915
767	0.06523761979
768	0.06516886906
769	0.06507112319
770	0.06492999663
771	0.06488277826
772	0.0648060994
773	0.06472383063
774	0.06458396797
775	0.0644963276
776	0.06442394027
777	0.06438326548
778	0.06428746143
779	0.06419223188
780	0.06404111472
781	0.06397280636
782	0.06390208509
783	0.06380100135
784	0.063693127
785	0.06357005705
786	0.06350530487
787	0.06342499515
788	0.06336279375
789	0.06326337608
790	0.06317153609
791	0.06309269135
792	0.06304359436
793	0.06293061268
794	0.06285611118
795	0.06281674626
796	0.06272606677
797	0.06261688255
798	0.06253226407
799	0.06242899148
800	0.0623444247
801	0.06228550371
802	0.06223612521
803	0.062157539
804	0.06205505923
805	0.06195790509
806	0.06186128524
807	0.06177921755
808	0.06173056867
809	0.06165392428
810	0.06156114211
811	0.06143710125
812	0.06134180276
813	0.06124344791
814	0.06113763028
815	0.06100311624
816	0.0608692399
817	0.06077398737
818	0.060672197
819	0.06062511076
820	0.06055041394
821	0.06039925656
822	0.06034485691
823	0.06027031519
824	0.06020962474
825	0.06014605603
826	0.06000847414
827	0.05989825582
828	0.05977638658
829	0.05963515086
830	0.05957848193
831	0.0594694758
832	0.05938012916
833	0.05936607683
834	0.05929141447
835	0.05919369158
836	0.05913092142
837	0.05905425979
838	0.05895622093
839	0.05887056833
840	0.05871844004
841	0.05862440546
842	0.05853513924
843	0.05849407954
844	0.05844329926
845	0.05840516378
846	0.0582896945
847	0.05819556225
848	0.05811076566
849	0.05801920718
850	0.057919801
851	0.05784357599
852	0.0577346503
853	0.05771987409
854	0.05759806805
855	0.05748160489
856	0.05735706421
857	0.05732380051
858	0.05728797453
859	0.05714981814
860	0.05704537357
861	0.05697412376
862	0.05692693986
863	0.05688612145
864	0.05679371271
865	0.05670684791
866	0.05665420624
867	0.05654771069
868	0.05650152643
869	0.05641956214
870	0.05634103913
871	0.05624944618
872	0.05616574115
873	0.05605636735
874	0.05597621274
875	0.05586702278
876	0.05581150285
877	0.05571172324
878	0.05564763173
879	0.0555700394
880	0.05551405987
881	0.05543111319
882	0.05540359451
883	0.05534671875
884	0.05528022582
885	0.05523767816
886	0.05517482758
887	0.05512314532
888	0.05501329468
889	0.05497303928
890	0.054942177
891	0.05485558797
892	0.05480287736
893	0.05472831841
894	0.0547098539
895	0.05461775538
896	0.05453370565
897	0.05445173562
898	0.05440841813
899	0.05435364505
900	0.05429532154
901	0.05414678964
902	0.05410107073
903	0.05402237536
904	0.05399570695
905	0.0539161843
906	0.05385129423
907	0.05373045335
908	0.05366762575
909	0.05359201546
910	0.05351548023
911	0.05341761945
912	0.05337500285
913	0.05329388308
914	0.05321540603
915	0.05315268183
916	0.05306805186
917	0.05300856211
918	0.05293583008
919	0.05287859239
920	0.052798771
921	0.05272925618
922	0.05265388719
923	0.05258050022
924	0.05253750445
925	0.05246454262
926	0.05241503773
927	0.05234783242
928	0.05228583209
929	0.05223111072
930	0.05212601122
931	0.05204607492
932	0.05197862832
933	0.05187225916
934	0.05174986138
935	0.05168442554
936	0.05162353975
937	0.05154192591
938	0.05145654334
939	0.05141642007
940	0.05135324777
941	0.0512761093
942	0.05119041075
943	0.05113664305
944	0.0510736431
945	0.05100435808
946	0.0509421452
947	0.0509038546
948	0.05083192113
949	0.05076677253
950	0.05068001115
951	0.05060685974
952	0.0505351216
953	0.05045816697
954	0.05039748226
955	0.05032344037
956	0.05022295986
957	0.05014386809
958	0.05009837897
959	0.0500429682
960	0.04998300162
961	0.04991211949
962	0.04981275352
963	0.04975572839
964	0.04970025442
965	0.04962998126
966	0.04956096052
967	0.04949589235
968	0.04944093543
969	0.04937154701
970	0.04931395887
971	0.04924089363
972	0.04916369771
973	0.04908370397
974	0.04902393847
975	0.04893667152
976	0.04889832347
977	0.04886410035
978	0.0487992505
979	0.04877154798
980	0.04870067734
981	0.04861165242
982	0.04850216371
983	0.04844266248
984	0.04837468159
985	0.04827923373
986	0.04820630062
987	0.04813298547
988	0.04807276036
989	0.04801773738
990	0.04796426555
991	0.04787459144
992	0.04780792041
993	0.04773125591
994	0.04769270104
995	0.04761123657
996	0.04758664786
997	0.04752697715
998	0.04746298618
999	0.04734736178
